0.43	11.3954	-4.3164	-64.1574	6.54
0.44	11.3517	-4.4145	-64.1574	6.54
0.45	11.3071	-4.5126	-64.1574	6.54
0.46	11.2615	-4.6107	-64.1574	6.54
0.47	11.2149	-4.7088	-64.1574	6.54
0.48	11.1673	-4.8069	-64.1574	6.54
0.49	11.1188	-4.905	-64.1574	6.54
0.5	11.0692	-5.0031	-64.1574	6.54
0.51	11.0187	-5.1012	-64.1574	6.54
0.52	10.9672	-5.1993	-64.1574	6.54
0.53	10.9147	-5.2974	-64.1574	6.54
0.54	10.8612	-5.3955	-64.1574	6.54
0.55	10.8068	-5.4936	-64.1574	6.54
0.56	10.7514	-5.5917	-64.1574	6.54
0.57	10.695	-5.6898	-64.1574	6.54
0.58	10.6376	-5.7879	-64.1574	6.54
0.59	10.5792	-5.886	-64.1574	6.54
0.6	10.5198	-5.9841	-64.1574	6.54
0.61	10.4595	-6.0822	-64.1574	6.54
0.62	10.3982	-6.1803	-64.1574	6.54
0.63	10.3359	-6.2784	-64.1574	6.54
0.64	10.2726	-6.3765	-64.1574	6.54
0.65	10.2084	-6.4746	-64.1574	6.54
0.66	10.1431	-6.5727	-64.1574	6.54
0.67	10.0769	-6.6708	-64.1574	6.54
0.68	10.0097	-6.7689	-64.1574	6.54
0.69	9.94155	-6.867	-64.1574	6.54
0.7	9.87239	-6.9651	-64.1574	6.54
0.71	9.80225	-7.0632	-64.1574	6.54
0.72	9.73113	-7.1613	-64.1574	6.54
0.73	9.65902	-7.2594	-64.1574	6.54
0.74	9.58594	-7.3575	-64.1574	6.54
0.75	9.51187	-7.4556	-64.1574	6.54
0.76	9.43683	-7.5537	-64.1574	6.54
0.77	9.3608	-7.6518	-64.1574	6.54
0.78	9.28379	-7.7499	-64.1574	6.54
0.79	9.2058	-7.848	-64.1574	6.54
0.8	9.12683	-7.9461	-64.1574	6.54
0.81	9.04688	-8.0442	-64.1574	6.54
0.82	8.96595	-8.1423	-64.1574	6.54
0.83	8.88403	-8.2404	-64.1574	6.54
0.84	8.80114	-8.3385	-64.1574	6.54
0.85	8.71726	-8.4366	-64.1574	6.54
0.86	8.63241	-8.5347	-64.1574	6.54
0.87	8.54657	-8.6328	-64.1574	6.54
0.88	8.45975	-8.7309	-64.1574	6.54
0.89	8.37195	-8.829	-64.1574	6.54
0.9	8.28317	-8.9271	-64.1574	6.54
0.91	8.19341	-9.0252	-64.1574	6.54
0.92	8.10267	-9.1233	-64.1574	6.54
0.93	8.01094	-9.2214	-64.1574	6.54
0.94	7.91824	-9.3195	-64.1574	6.54
0.95	7.82455	-9.4176	-64.1574	6.54
0.96	7.72989	-9.5157	-64.1574	6.54
0.97	7.63424	-9.6138	-64.1574	6.54
0.98	7.53761	-9.7119	-64.1574	6.54
0.99	7.44	-9.81	-64.1574	6.54
1	7.34141	-9.9081	-64.1574	6.54
1.01	7.24184	-10.0062	-64.1574	6.54
1.02	7.14129	-10.1043	-64.1574	6.54
1.03	7.03975	-10.2024	-64.1574	6.54
1.04	6.93724	-10.3005	-64.1574	6.54
1.05	6.83374	-10.3986	-64.1574	6.54
1.06	6.72927	-10.4967	-64.1574	6.54
1.07	6.62381	-10.5948	-64.1574	6.54
1.08	6.51737	-10.6929	-64.1574	6.54
1.09	6.40995	-10.791	-64.1574	6.54
1.1	6.30155	-10.8891	-64.1574	6.54
1.11	6.19217	-10.9872	-64.1574	6.54
1.12	6.08181	-11.0853	-64.1574	6.54
1.13	5.97046	-11.1834	-64.1574	6.54
1.14	5.85814	-11.2815	-64.1574	6.54
1.15	5.74483	-11.3796	-64.1574	6.54
1.16	5.63055	-11.4777	-64.1574	6.54
1.17	5.51528	-11.5758	-64.1574	6.54
1.18	5.39903	-11.6739	-64.1574	6.54
1.19	5.2818	-11.772	-64.1574	6.54
1.2	5.16359	-11.8701	-64.1574	6.54
1.21	5.0444	-11.9682	-64.1574	6.54
1.22	4.92423	-12.0663	-64.1574	6.54
1.23	4.80307	-12.1644	-64.1574	6.54
1.24	4.68094	-12.2625	-64.1574	6.54
1.25	4.55782	-12.3606	-64.1574	6.54
1.26	4.43373	-12.4587	-64.1574	6.54
1.27	4.30865	-12.5568	-64.1574	6.54
1.28	4.18259	-12.6549	-64.1574	6.54
1.29	4.05555	-12.753	-64.1574	6.54
1.3	3.92753	-12.8511	-64.1574	6.54
1.31	3.79853	-12.9492	-64.1574	6.54
1.32	3.66855	-13.0473	-64.1574	6.54
1.33	3.53758	-13.1454	-64.1574	6.54
1.34	3.40564	-13.2435	-64.1574	6.54
1.35	3.27271	-13.3416	-64.1574	6.54
1.36	3.13881	-13.4397	-64.1574	6.54
1.37	3.00392	-13.5378	-64.1574	6.54
1.38	2.86805	-13.6359	-64.1574	6.54
1.39	2.7312	-13.734	-64.1574	6.54
1.4	2.59337	-13.8321	-64.1574	6.54
1.41	2.45456	-13.9302	-64.1574	6.54
1.42	2.31477	-14.0283	-64.1574	6.54
1.43	2.17399	-14.1264	-64.1574	6.54
1.44	2.03224	-14.2245	-64.1574	6.54
1.45	1.8895	-14.3226	-64.1574	6.54
1.46	1.74579	-14.4207	-64.1574	6.54
1.47	1.60109	-14.5188	-64.1574	6.54
1.48	1.45541	-14.6169	-64.1574	6.54
1.49	1.30875	-14.715	-64.1574	6.54
1.5	1.16111	-14.8131	-64.1574	6.54
1.51	1.01249	-14.9112	-64.1574	6.54
1.52	0.862886	-15.0093	-64.1574	6.54
1.53	0.712302	-15.1074	-64.1574	6.54
1.54	0.560738	-15.2055	-64.1574	6.54
1.55	0.408192	-15.3036	-64.1574	6.54
1.56	0.254666	-15.4017	-64.1574	6.54
1.57	0.100158	-15.4998	-64.1574	6.54
1.58	-0.0553305	-15.5979	-64.1574	6.54
1.59	-0.2118	-15.696	-64.1574	6.54
1.6	-0.36925	-15.7941	-64.1574	6.54
1.61	-0.527682	-15.8922	-64.1574	6.54
1.62	-0.687094	-15.9903	-64.1574	6.54
1.63	-0.847488	-16.0884	-64.1574	6.54
1.64	-1.00886	-16.1865	-64.1574	6.54
1.65	-1.17122	-16.2846	-64.1574	6.54
1.66	-1.33455	-16.3827	-64.1574	6.54
1.67	-1.49887	-16.4808	-64.1574	6.54
1.68	-1.66417	-16.5789	-64.1574	6.54
1.69	-1.83045	-16.677	-64.1574	6.54
1.7	-1.99771	-16.7751	-64.1574	6.54
1.71	-2.16595	-16.8732	-64.1574	6.54
1.72	-2.33517	-16.9713	-64.1574	6.54
1.73	-2.50538	-17.0694	-64.1574	6.54
1.74	-2.67656	-17.1675	-64.1574	6.54
1.75	-2.84873	-17.2656	-64.1574	6.54
1.76	-3.02187	-17.3637	-64.1574	6.54
1.77	-3.196	-17.4618	-64.1574	6.54
1.78	-3.37111	-17.5599	-64.1574	6.54
1.79	-3.5472	-17.658	-64.1574	6.54
1.8	-3.72427	-17.7561	-64.1574	6.54
1.81	-3.90232	-17.8542	-64.1574	6.54
1.82	-4.08135	-17.9523	-64.1574	6.54
